ID,Title,Author,publishday,pages,Read,Genre,ISBN,Price,Language,Publisher,Rating,Tags
499,Brennende Flammen #499,Paul Pichler,1956-12-12,322,true,Drama,480-969414-942-6,8.93,Spanisch,Wort & Welt,1.6,Freundschaft;Wissenschaft;Zukunft
500,Rätsel im Norden,Laura Hofer,2005-10-17,111,true,Fantasy,397-257352-705-0,10.84,Englisch,Zukunftsverlag,3.0,Mystery;Politik;Freundschaft
501,Geheime Nebel,Florian Steiner,1957-01-14,1058,true,Krimi,678-627953-688-8,45.37,Italienisch,Nordlicht Verlag,4.4,Freundschaft
502,Kompass im Morgengrauen,Sebastian Lang,1978-06-08,355,true,Drama,400-355882-436-3,48.95,Französisch,Donau Press,2.8,Zukunft
503,Nördliche Gipfel,Markus Koch,1982-06-20,161,true,Historisch,178-479895-769-7,38.29,Spanisch,Tradition & Technik,1.9,Technik;Mystery
504,Kompass im Wald,Katrin Wagner,2004-04-29,346,false,Biografie,421-223694-183-6,28.16,Englisch,Villach Print,3.0,Abenteuer;Reise
505,Ferne Ufer,Elena Leitner,2018-09-05,647,false,Science Fiction,860-205901-229-0,50.86,Deutsch,AlpenBooks,5.0,Technik;Vergangenheit
506,Rätsel bei Nacht #506,Sophie Wagner,1986-02-04,793,false,Kinderbuch,400-224811-444-5,37.53,Italienisch,Nordlicht Verlag,5.0,Krieg
507,Ewige Flammen bei Nacht,Peter Lang,2016-06-14,934,false,Science Fiction,816-241144-851-2,44.8,Italienisch,Steiermark Stories,1.3,Freundschaft
508,Ewige Kompass im Winter,Jonas Schneider,1989-05-07,260,false,Drama,386-910555-199-3,21.35,Französisch,Buchhaus Wien,3.3,Magie;Wissenschaft;Politik;Zukunft
509,Geheime Stimmen #509,Thomas Mayr,2015-07-31,295,false,Sachbuch,688-745374-421-1,24.1,Englisch,Nordlicht Verlag,2.2,Reise;Mystery;Abenteuer;Magie
510,Seiten an der Donau,Clara Gruber,2009-10-15,365,true,Krimi,665-979535-620-2,6.5,Deutsch,Steiermark Stories,3.2,Liebe;Reise
511,Ewige Spuren,Mia Lechner,1988-04-06,829,false,Roman,950-575895-402-1,44.39,Deutsch,Salzburg Media,4.6,Magie;Krieg;Abenteuer;Vergangenheit
512,Stille Lichter im Tal,Eva Kaiser,1969-12-15,824,true,Roman,619-451626-382-7,39.68,Italienisch,Nordlicht Verlag,3.8,Liebe;Politik;Krieg
513,Brennende Wälder in Graz,Thomas Moser,2009-04-24,937,false,Fantasy,749-757756-108-3,12.53,Spanisch,Donau Press,3.7,Reise;Abenteuer;Vergangenheit
514,Südliche Uhren,Leon Fuchs,2006-12-13,976,true,Historisch,977-858417-867-3,5.18,Deutsch,Salzburg Media,3.2,Zukunft;Abenteuer
515,Kalte Horizont,Maximilian Egger,1984-02-13,726,false,Lyrik,457-607755-643-2,53.28,Englisch,Wort & Welt,3.7,Vergangenheit;Familie;Politik;Freundschaft
516,Türen im Sommer,Mia Bauer,1969-08-22,195,false,Sachbuch,529-568894-433-3,41.43,Deutsch,AlpenBooks,2.9,Familie;Krieg;Wissenschaft
517,Feurige Horizont im Sturm,Florian Brandt,1993-05-26,940,false,Science Fiction,715-532016-803-3,6.59,Französisch,Steiermark Stories,1.9,Liebe;Technik;Wissenschaft;Magie
518,Versteckte Winde im Süden,Sarah Lang,1988-02-23,488,true,Fantasy,374-609089-845-3,23.69,Deutsch,Wort & Welt,2.8,Freundschaft;Abenteuer
519,Zerbrochene Gärten an der Donau,Julia Egger,1979-07-31,212,false,Fantasy,839-122143-921-6,9.96,Französisch,Zukunftsverlag,4.1,Familie
520,Brennende Spuren,Sophie Moser,1967-10-21,1088,true,Historisch,505-852689-334-4,49.07,Französisch,Zukunftsverlag,2.7,Liebe;Vergangenheit
521,Brennende Ufer #521,Sebastian Weber,2020-12-29,576,true,Sachbuch,408-125422-335-3,6.86,Deutsch,Tradition & Technik,3.6,Zukunft;Magie
522,Goldene Brücken,Sebastian Mayr,2013-02-10,860,false,Fantasy,115-878727-950-8,38.27,Englisch,Nordlicht Verlag,3.9,Mystery;Freundschaft;Magie;Wissenschaft
523,Segel über Wien #523,Mia Leitner,1991-03-04,287,true,Lyrik,690-594299-485-4,28.62,Englisch,Tradition & Technik,3.2,Magie;Zukunft;Technik;Familie
524,Feurige Wege,Laura Mayr,1985-04-25,1054,true,Historisch,831-213565-563-3,36.78,Deutsch,Tradition & Technik,4.1,Wissenschaft;Reise;Freundschaft;Krieg
525,Verbotene Wälder im Sturm,Sarah Steiner,1957-07-03,177,false,Krimi,985-613604-707-3,9.61,Spanisch,Villach Print,4.4,Liebe;Reise
526,Winde im Herbst,Eva Schneider,2024-11-07,234,true,Kinderbuch,678-727814-516-0,19.75,Englisch,Steiermark Stories,4.2,Wissenschaft;Familie;Mystery;Vergangenheit
527,Horizont im Sommer,Sebastian Moser,2016-05-11,1096,false,Thriller,535-833222-179-6,12.0,Deutsch,AlpenBooks,3.1,Abenteuer
528,Nördliche Legenden,Paul Schmidt,1988-01-21,587,true,Historisch,598-246659-866-8,28.0,Deutsch,Wort & Welt,1.5,Zukunft;Familie;Magie
529,Versteckte Seiten im Norden,Tobias Steiner,1964-11-20,224,true,Lyrik,309-941811-728-5,33.57,Französisch,Salzburg Media,2.9,Zukunft;Vergangenheit;Abenteuer
530,Brennende Horizont,Thomas Koller,1950-11-18,405,false,Roman,581-170304-105-4,43.58,Englisch,Nordlicht Verlag,3.2,Krieg;Liebe;Freundschaft
531,Seiten von Salzburg,Marie Fischer,2007-02-02,652,false,Biografie,743-114815-297-4,20.63,Spanisch,Villach Print,3.9,Freundschaft;Politik;Magie
532,Leise Pfad in Graz,Marie Lechner,1963-09-04,185,false,Sachbuch,282-375710-677-1,11.97,Italienisch,Villach Print,3.6,Wissenschaft;Freundschaft;Zukunft;Familie
533,Chroniken an der Grenze,Katrin Seidl,1992-06-21,294,true,Krimi,321-195775-922-9,13.06,Englisch,Salzburg Media,4.5,Krieg;Liebe;Abenteuer
534,Nördliche Winde im Sommer,David Hofer,1994-11-22,858,true,Historisch,502-495637-892-6,43.84,Französisch,Wort & Welt,4.4,Technik;Krieg;Freundschaft
535,Ferne Pfad,Thomas Leitner,2013-10-26,226,false,Historisch,552-613900-811-4,42.7,Italienisch,Tradition & Technik,3.6,Liebe;Wissenschaft
536,Gärten im Norden,Eva Koch,1969-03-07,711,false,Krimi,491-492383-283-0,15.77,Französisch,Steiermark Stories,1.8,Wissenschaft;Krieg;Vergangenheit
537,Segel über Wien #537,Julia Leitner,1953-01-03,742,true,Science Fiction,507-146050-812-4,20.08,Deutsch,Villach Print,4.3,Freundschaft;Familie;Reise;Zukunft
538,Südliche Gipfel,Isabella Steiner,2017-05-04,638,false,Fantasy,478-130237-727-2,43.81,Englisch,AlpenBooks,1.3,Liebe
539,Pfad am Bodensee,David Bauer,1998-10-24,364,false,Krimi,770-743829-855-0,23.3,Französisch,AlpenBooks,4.6,Technik;Liebe;Familie
540,Winde am Bodensee #540,Marie Fuchs,2024-01-08,859,false,Kinderbuch,373-188047-276-7,7.45,Italienisch,Donau Press,3.8,Abenteuer;Familie;Liebe;Magie
541,Türen im Norden #541,Paul Schneider,1991-10-31,661,false,Thriller,679-585496-190-1,55.49,Englisch,Nordlicht Verlag,1.7,Vergangenheit
542,Verlorene Spuren,Peter Fischer,1991-04-20,163,false,Krimi,415-977981-797-3,46.11,Englisch,Wort & Welt,1.2,Abenteuer;Magie;Vergangenheit
543,Versteckte Winde von Innsbruck,Thomas Fuchs,1974-06-23,984,true,Sachbuch,365-831442-550-4,10.08,Französisch,Villach Print,2.5,Familie;Vergangenheit;Abenteuer;Liebe
544,Feurige Träume bei Regen,Tobias Fuchs,2012-12-30,524,true,Lyrik,915-402712-312-5,43.48,Italienisch,Steiermark Stories,4.3,Krieg;Technik;Mystery
545,Spuren im Winter,Maximilian Schmidt,1960-05-06,609,false,Roman,586-246606-578-9,22.76,Italienisch,Tradition & Technik,3.6,Wissenschaft
546,Stille Pfad im Norden,Isabella Brandt,1950-09-16,242,false,Biografie,444-779352-202-2,55.22,Französisch,AlpenBooks,2.9,Vergangenheit;Liebe
547,Chroniken an der Grenze #547,Nico Lechner,2001-09-03,791,false,Horror,584-974613-349-4,44.79,Italienisch,Zukunftsverlag,2.9,Magie;Liebe;Mystery;Technik
548,Kalte Winde,Florian Leitner,2001-10-23,490,false,Roman,624-274467-407-9,58.09,Italienisch,Donau Press,4.8,Abenteuer;Familie
549,Chroniken am Bodensee,Marie Hofer,2021-02-17,864,true,Biografie,569-515229-269-7,5.05,Englisch,Donau Press,4.5,Magie;Krieg;Abenteuer
550,Zerbrochene Winde,Marie Mayr,1971-12-16,237,false,Biografie,105-600531-263-5,10.5,Italienisch,Tradition & Technik,3.8,Familie;Politik;Reise;Mystery
551,Feurige Träume #551,David Eder,1961-12-24,489,false,Sachbuch,939-807526-847-6,37.83,Italienisch,Nordlicht Verlag,2.4,Mystery
552,Ferne Gärten von Innsbruck,Sophie Fischer,1980-06-28,593,false,Drama,713-888198-507-1,40.51,Englisch,Salzburg Media,1.8,Magie;Politik
553,Versteckte Nebel,Peter Maier,1988-03-11,234,true,Horror,791-961169-592-0,19.36,Spanisch,AlpenBooks,1.7,Reise
554,Ewige Kompass,Eva Bauer,2008-11-03,963,false,Fantasy,264-434522-231-9,32.88,Spanisch,Buchhaus Wien,2.9,Politik;Liebe;Magie;Vergangenheit
555,Gipfel an der Donau #555,Julia Kaiser,2021-12-27,1010,false,Biografie,899-596550-829-5,51.43,Französisch,Nordlicht Verlag,4.1,Technik;Politik;Familie;Krieg
556,Verlorene Wälder,Clara Berger,2002-12-12,344,true,Drama,845-577090-545-0,30.56,Deutsch,Nordlicht Verlag,4.5,Wissenschaft;Liebe;Freundschaft;Vergangenheit
557,Winde am Fluss,Katrin Hofer,2018-10-18,918,true,Sachbuch,283-407484-465-6,5.96,Französisch,Wort & Welt,3.5,Wissenschaft
558,Dunkle Türen im Süden,Emilia Maier,1957-07-17,627,true,Kinderbuch,248-763664-605-6,54.1,Französisch,Salzburg Media,3.8,Zukunft;Technik
559,Nördliche Stimmen im Tal,David Fischer,1953-06-08,230,false,Kinderbuch,753-951943-203-6,33.19,Deutsch,Zukunftsverlag,4.7,Politik;Vergangenheit;Liebe
560,Erste Gipfel,Peter Mayr,1957-02-10,936,false,Thriller,912-300952-684-4,59.72,Italienisch,Steiermark Stories,3.2,Zukunft;Liebe
561,Blätter im Sommer,Felix Eder,1989-03-14,361,false,Roman,383-625927-787-0,38.25,Englisch,Wort & Welt,2.1,Mystery;Liebe;Politik;Abenteuer
562,Karten im Winter #562,Julia Kaiser,2006-12-15,405,true,Krimi,118-843449-432-3,8.5,Französisch,Villach Print,4.3,Familie;Freundschaft;Wissenschaft;Technik
563,Schatten bei Regen,Anna Schneider,1980-07-22,407,true,Science Fiction,255-584387-974-7,16.59,Englisch,Tradition & Technik,2.0,Familie
564,Goldene Pfad im Sommer,Nina Fischer,1957-06-15,292,false,Historisch,478-418801-398-5,29.83,Spanisch,Buchhaus Wien,1.6,Freundschaft;Wissenschaft
565,Kalte Winde über Wien,Florian Hofer,1999-12-03,841,false,Krimi,484-663706-234-6,38.39,Deutsch,Nordlicht Verlag,2.6,Krieg;Freundschaft
566,Schritte von Salzburg,Florian Eder,2015-11-22,1082,false,Horror,460-887775-322-6,54.53,Französisch,Zukunftsverlag,4.1,Familie
567,Versteckte Segel bei Regen,Nina Weber,1970-03-13,959,false,Science Fiction,393-966268-560-2,55.82,Englisch,Tradition & Technik,2.2,Vergangenheit;Reise;Familie
568,Stille Nebel,Tobias Steiner,1987-07-06,1077,false,Krimi,751-130451-733-3,12.62,Italienisch,Steiermark Stories,5.0,Liebe;Wissenschaft;Freundschaft;Mystery
569,Tiefe Pfad,Laura Wolf,1958-02-28,1054,true,Kinderbuch,715-928249-769-6,35.36,Englisch,AlpenBooks,2.8,Abenteuer;Reise
570,Zerbrochene Wälder im Sturm,Mia Huber,1952-10-09,291,false,Science Fiction,350-816881-717-7,59.43,Englisch,Salzburg Media,3.0,Vergangenheit
571,Versteckte Legenden von Salzburg,Emilia Lang,2014-10-12,1065,true,Kinderbuch,133-815153-793-6,52.69,Spanisch,Tradition & Technik,1.3,Magie;Zukunft;Technik;Krieg
572,Hohe Pfad bei Regen,Matthias Müller,1989-05-05,572,false,Fantasy,399-951089-507-0,24.99,Italienisch,Salzburg Media,2.7,Krieg
573,Erste Gärten,Thomas Lechner,2017-08-10,890,true,Roman,475-532949-772-5,12.81,Englisch,Salzburg Media,1.8,Wissenschaft
574,Goldene Flammen im Sommer,Florian Gruber,2017-11-29,346,true,Kinderbuch,555-446723-906-7,43.48,Italienisch,Wort & Welt,3.4,Abenteuer;Technik
575,Wege von Innsbruck,Markus Fischer,2000-07-23,451,false,Sachbuch,833-265992-681-4,31.14,Spanisch,Wort & Welt,1.6,Abenteuer;Freundschaft
576,Legenden im Süden #576,Maximilian Steiner,1970-06-13,108,false,Drama,410-255570-698-0,19.27,Italienisch,Steiermark Stories,2.6,Wissenschaft;Familie
577,Tiefe Legenden,Sebastian Schneider,1996-12-13,463,true,Science Fiction,763-277336-991-8,31.51,Spanisch,Tradition & Technik,1.1,Wissenschaft
578,Verbotene Spuren,Emilia Wagner,1974-12-20,703,false,Thriller,765-306508-465-7,30.26,Deutsch,Steiermark Stories,4.6,Wissenschaft;Familie
579,Feurige Pfad #579,Paul Schneider,1995-07-11,148,true,Historisch,966-877265-650-1,58.37,Deutsch,Salzburg Media,3.3,Mystery;Magie
580,Ferne Horizont von Innsbruck,Emilia Berger,2014-05-12,547,true,Drama,372-678788-384-1,45.87,Deutsch,AlpenBooks,3.1,Mystery
581,Letzte Blätter,Florian Lechner,1992-10-26,555,true,Fantasy,426-928391-749-1,15.8,Deutsch,Salzburg Media,1.3,Krieg;Technik
582,Zerbrochene Seiten im Sommer,Mia Lechner,1950-11-11,675,false,Thriller,837-564143-896-3,37.39,Italienisch,Salzburg Media,5.0,Vergangenheit;Politik;Freundschaft
583,Schatten von Salzburg,David Pichler,1993-05-11,606,true,Lyrik,406-377033-988-8,18.7,Französisch,Steiermark Stories,3.0,Krieg;Abenteuer;Reise;Liebe
584,Rätsel im Morgengrauen,Laura Koller,1964-08-20,263,true,Horror,789-419439-196-7,23.83,Italienisch,AlpenBooks,1.8,Vergangenheit
585,Zerbrochene Uhren,Sebastian Hofer,1978-09-17,864,false,Thriller,801-414637-724-3,36.41,Englisch,Zukunftsverlag,1.6,Vergangenheit;Abenteuer;Zukunft;Freundschaft
586,Ferne Wälder im Morgengrauen,Laura Steiner,2003-05-27,887,false,Kinderbuch,375-339834-369-7,56.39,Französisch,Zukunftsverlag,1.6,Zukunft;Wissenschaft;Vergangenheit
587,Uhren bei Nacht,Tobias Weber,2018-06-04,507,true,Horror,156-528645-462-2,58.62,Französisch,Buchhaus Wien,4.3,Mystery;Familie
588,Erste Uhren im Norden,Anna Schneider,1988-05-09,889,false,Historisch,673-874915-304-3,38.97,Spanisch,Wort & Welt,1.4,Abenteuer;Wissenschaft
589,Südliche Gipfel im Wald,Laura Schmidt,2020-02-02,755,false,Kinderbuch,598-361982-386-9,37.24,Deutsch,Nordlicht Verlag,1.2,Magie;Technik;Wissenschaft
590,Sterne im Herbst,Paul Koller,1962-01-18,981,false,Biografie,893-868028-523-2,53.07,Italienisch,Wort & Welt,3.3,Reise
591,Versteckte Blätter,Nina Eder,2009-04-10,346,false,Sachbuch,806-122913-243-1,52.89,Französisch,Zukunftsverlag,4.6,Zukunft;Mystery;Abenteuer;Wissenschaft
592,Schlüssel im Winter,Sophie Schneider,1967-11-08,773,false,Sachbuch,361-732938-865-0,12.71,Spanisch,Tradition & Technik,2.6,Vergangenheit;Liebe;Technik;Zukunft
593,Ewige Wege im Wald,Elena Schmidt,1995-03-28,974,false,Historisch,603-396376-688-5,39.89,Deutsch,Villach Print,1.4,Technik
594,Brennende Legenden,Isabella Huber,2001-06-28,1024,false,Lyrik,295-888432-174-6,49.98,Spanisch,Salzburg Media,4.6,Familie;Wissenschaft
595,Ferne Pfad #595,Tobias Schneider,1990-09-26,620,false,Kinderbuch,939-553401-121-6,36.61,Deutsch,Villach Print,4.3,Liebe
596,Versteckte Winde,Leon Leitner,1969-12-30,678,false,Biografie,645-579989-769-3,47.35,Italienisch,Zukunftsverlag,4.6,Mystery;Abenteuer
597,Verbotene Schritte,Paul Müller,1997-11-09,696,false,Fantasy,898-233508-653-5,57.51,Französisch,Zukunftsverlag,4.7,Mystery;Magie
598,Kalte Karten #598,Emilia Seidl,1969-06-28,870,true,Roman,998-560996-226-6,6.4,Englisch,Tradition & Technik,1.2,Politik;Mystery;Zukunft;Vergangenheit
599,Stille Brücken von Salzburg,Sebastian Seidl,2001-11-18,821,false,Roman,874-319821-223-7,45.74,Französisch,Zukunftsverlag,2.7,Krieg;Technik
600,Schatten am Markt,Sebastian Bauer,1990-12-30,96,true,Horror,509-999146-202-5,24.82,Französisch,Nordlicht Verlag,2.7,Mystery;Zukunft;Krieg
601,Feurige Rätsel im Sommer,Anna Leitner,2015-06-17,742,false,Fantasy,244-988578-354-2,36.05,Englisch,Steiermark Stories,1.6,Vergangenheit;Liebe;Zukunft;Freundschaft
602,Verbotene Lichter,Julia Koch,2023-11-10,241,false,Roman,631-258733-859-2,25.08,Deutsch,AlpenBooks,1.1,Magie;Politik
603,Ewige Sterne am Markt,Julia Schneider,1952-07-22,882,true,Fantasy,581-135885-852-2,55.25,Deutsch,Steiermark Stories,2.5,Abenteuer;Krieg
604,Ewige Rätsel,Emilia Huber,1987-09-02,1091,true,Science Fiction,575-535239-976-8,29.22,Italienisch,Buchhaus Wien,2.2,Magie;Abenteuer;Wissenschaft;Technik
605,Seiten an der Donau #605,Laura Koller,2017-03-04,931,false,Krimi,228-329964-627-2,49.3,Englisch,Donau Press,3.6,Zukunft
606,Uhren an der Grenze,Paul Gruber,1970-04-18,336,true,Lyrik,408-444589-827-7,41.76,Italienisch,Steiermark Stories,3.3,Vergangenheit;Abenteuer;Wissenschaft
607,Lichter im Sturm #607,Tobias Mayr,1953-01-26,845,false,Horror,747-150350-913-3,58.87,Deutsch,AlpenBooks,3.5,Abenteuer;Politik
608,Wege im Wald,Laura Koller,1980-11-07,272,false,Drama,515-574065-319-7,39.17,Italienisch,Salzburg Media,1.5,Familie;Technik;Wissenschaft
609,Rätsel von Salzburg #609,Maximilian Schneider,2022-05-26,972,false,Historisch,567-795466-198-5,46.98,Französisch,Nordlicht Verlag,4.1,Familie;Liebe;Technik;Abenteuer
610,Letzte Flammen,Thomas Bauer,1960-10-16,643,false,Roman,994-464510-414-7,28.99,Deutsch,Steiermark Stories,1.7,Abenteuer;Familie
611,Verlorene Spuren #611,Eva Mayr,1981-10-02,618,false,Roman,676-656334-637-0,49.01,Französisch,Steiermark Stories,1.9,Wissenschaft;Abenteuer
612,Ferne Pfad #612,Peter Wallner,2005-06-17,311,false,Kinderbuch,255-667092-724-6,52.21,Französisch,Buchhaus Wien,4.8,Magie;Politik;Technik;Zukunft
613,Flammen am Fluss #613,Leon Mayr,1976-11-30,80,true,Kinderbuch,669-800574-419-3,55.77,Italienisch,Villach Print,4.8,Vergangenheit
614,Träume im Sturm,Laura Kral,1964-05-18,862,false,Krimi,500-924508-263-6,26.5,Englisch,Donau Press,4.3,Mystery
615,Träume im Süden #615,Paul Mayr,2016-05-11,679,false,Roman,310-564919-245-4,46.83,Deutsch,Nordlicht Verlag,3.1,Vergangenheit
616,Hohe Schatten von Innsbruck,Katrin Lang,1976-10-22,921,true,Kinderbuch,724-576438-257-1,53.41,Französisch,Wort & Welt,4.8,Politik
617,Ufer im Winter,Elena Lechner,1965-02-10,977,false,Science Fiction,876-405247-330-8,10.67,Italienisch,Villach Print,4.5,Familie;Reise
618,Kalte Winde am Bodensee,Peter Bauer,2019-01-28,366,false,Kinderbuch,382-363895-755-8,23.09,Französisch,Zukunftsverlag,1.3,Zukunft
619,Schlüssel im Wald,Laura Gruber,2003-01-11,524,false,Thriller,899-966397-825-7,35.84,Italienisch,Tradition & Technik,3.4,Liebe;Freundschaft;Krieg;Zukunft
620,Stille Blätter an der Donau,Paul Eder,1971-05-29,449,false,Kinderbuch,718-542320-934-6,44.51,Deutsch,Zukunftsverlag,3.6,Reise;Freundschaft;Technik;Liebe
621,Schriftrollen bei Nacht,Katrin Seidl,1952-04-20,301,false,Fantasy,745-444941-201-4,55.64,Deutsch,Salzburg Media,4.4,Wissenschaft;Familie;Vergangenheit
622,Schlüssel am Markt,Nico Kaiser,1954-04-16,412,false,Lyrik,369-905947-912-2,16.52,Italienisch,Zukunftsverlag,4.0,Vergangenheit;Abenteuer;Reise
623,Versteckte Lichter,Julia Moser,2016-05-17,904,false,Krimi,424-968937-413-1,55.28,Deutsch,Tradition & Technik,2.3,Familie;Abenteuer;Politik;Mystery
624,Legenden im Sommer,Sophie Schneider,2022-04-20,528,false,Roman,272-438438-116-1,15.44,Französisch,Steiermark Stories,3.8,Vergangenheit;Technik;Zukunft
625,Feurige Seiten,Matthias Huber,1967-10-27,175,true,Drama,997-795405-514-4,13.02,Französisch,Steiermark Stories,2.4,Politik;Krieg
626,Verbotene Seiten im Wald,Marie Schneider,1970-03-04,533,false,Krimi,661-262541-783-4,6.45,Englisch,Donau Press,2.0,Reise;Familie
627,Geheime Wege,Mia Gruber,1951-11-12,958,false,Science Fiction,524-683346-664-9,15.57,Englisch,Steiermark Stories,3.3,Zukunft;Magie;Wissenschaft;Vergangenheit
628,Lichter im Norden,Markus Seidl,1971-01-21,407,false,Thriller,809-241025-429-3,48.76,Italienisch,AlpenBooks,1.4,Technik;Wissenschaft;Krieg;Freundschaft
629,Ewige Horizont,Matthias Steiner,1999-09-16,920,false,Science Fiction,375-702154-956-0,30.31,Spanisch,Salzburg Media,3.4,Abenteuer
630,Leise Flammen,Nina Steiner,1955-03-01,997,true,Kinderbuch,251-166874-798-5,8.6,Französisch,Villach Print,2.0,Zukunft
631,Südliche Winde im Sturm,Jonas Fuchs,2009-05-16,542,true,Kinderbuch,790-419460-438-3,36.34,Italienisch,Tradition & Technik,1.6,Liebe;Freundschaft;Vergangenheit
632,Ewige Blätter an der Donau,Florian Huber,2005-01-26,145,false,Kinderbuch,265-868140-299-3,58.89,Englisch,AlpenBooks,1.1,Zukunft;Krieg;Wissenschaft;Vergangenheit
633,Feurige Blätter #633,Matthias Wolf,1984-10-04,904,false,Kinderbuch,585-245237-967-5,15.06,Französisch,Zukunftsverlag,1.7,Magie;Reise;Krieg;Abenteuer
634,Nebel in Graz,Emilia Fischer,2008-01-25,728,true,Science Fiction,869-198595-636-4,6.12,Italienisch,Buchhaus Wien,4.9,Familie
635,Ufer von Salzburg #635,Anna Pichler,1951-02-17,84,true,Sachbuch,128-938900-681-9,25.62,Deutsch,AlpenBooks,1.8,Abenteuer;Technik;Mystery;Wissenschaft
636,Geheime Seiten,Sophie Lechner,1965-11-15,992,false,Roman,619-256080-933-7,6.67,Deutsch,Steiermark Stories,4.6,Vergangenheit
637,Sterne im Herbst #637,Paul Fischer,2011-04-12,264,false,Roman,202-621824-297-9,13.54,Italienisch,Zukunftsverlag,4.8,Vergangenheit;Reise;Krieg;Technik
638,Versteckte Schlüssel,Sophie Wagner,1971-06-26,1063,false,Krimi,913-523923-142-5,8.22,Spanisch,Villach Print,1.4,Familie
639,Versteckte Sterne im Morgengrauen,Tobias Lechner,2012-12-30,624,false,Historisch,758-310692-389-5,12.45,Englisch,Wort & Welt,4.8,Politik;Vergangenheit;Zukunft;Krieg
640,Wege im Sommer,Paul Schneider,2000-05-09,575,false,Sachbuch,609-924558-889-4,47.4,Deutsch,Steiermark Stories,4.3,Krieg;Magie
641,Tiefe Türen von Salzburg,Peter Schneider,2016-04-27,129,false,Fantasy,410-503598-292-5,58.03,Deutsch,Tradition & Technik,4.0,Technik;Wissenschaft
642,Dunkle Sterne in Graz,Paul Lang,1966-08-30,993,true,Biografie,174-848719-308-7,16.37,Italienisch,Buchhaus Wien,1.2,Mystery;Zukunft;Krieg;Magie
643,Letzte Kompass #643,Thomas Seidl,2024-07-31,418,false,Horror,946-339465-480-6,7.46,Englisch,Villach Print,2.0,Politik;Familie;Freundschaft
644,Verbotene Spuren am Markt,Elena Berger,1950-12-02,505,false,Horror,384-983566-294-7,18.94,Deutsch,Tradition & Technik,1.2,Abenteuer;Familie;Mystery;Krieg
645,Stille Ufer von Salzburg,Markus Kaiser,1993-10-30,148,true,Biografie,271-876043-362-6,20.66,Französisch,Wort & Welt,4.4,Krieg;Vergangenheit;Politik
646,Goldene Türen,Isabella Koller,1968-01-06,210,false,Fantasy,580-602078-211-1,17.58,Spanisch,AlpenBooks,1.3,Mystery
647,Seiten im Norden,Nico Mayr,1962-10-22,532,false,Fantasy,778-628083-885-3,47.27,Französisch,Buchhaus Wien,3.3,Wissenschaft;Magie
648,Ewige Flammen,Felix Brandt,2007-10-16,137,false,Roman,398-630154-165-3,15.12,Englisch,Zukunftsverlag,3.6,Liebe;Reise;Krieg;Mystery
649,Brennende Uhren bei Regen,Lea Wagner,1999-02-01,1067,true,Thriller,801-168295-519-8,34.39,Italienisch,AlpenBooks,3.9,Wissenschaft;Liebe;Abenteuer
650,Letzte Wege,Jonas Müller,2000-06-25,139,false,Drama,222-998632-329-0,36.0,Deutsch,Buchhaus Wien,3.6,Freundschaft;Familie;Politik;Magie
651,Hohe Nebel im Winter,Clara Mayr,1971-04-28,779,false,Sachbuch,453-767625-565-7,55.57,Englisch,Salzburg Media,3.1,Mystery;Abenteuer;Magie
652,Ferne Nebel am Markt,Markus Maier,1983-01-09,837,true,Sachbuch,247-144622-570-6,44.09,Italienisch,Donau Press,4.9,Familie;Wissenschaft
653,Feurige Winde,Markus Koch,1991-04-28,831,false,Horror,574-481220-445-5,41.6,Englisch,Steiermark Stories,1.8,Zukunft;Mystery
654,Zerbrochene Legenden an der Grenze,Sophie Brandt,1991-07-28,641,false,Horror,483-775282-414-3,26.61,Spanisch,Nordlicht Verlag,3.2,Magie;Freundschaft;Politik;Liebe
655,Zerbrochene Wälder,Nina Brandt,1964-01-23,755,false,Historisch,542-289074-553-0,43.17,Spanisch,Villach Print,3.7,Zukunft;Familie;Freundschaft
656,Feurige Blätter #656,Sarah Kaiser,1967-09-30,234,false,Science Fiction,351-874337-233-7,22.39,Italienisch,Steiermark Stories,3.9,Familie
657,Goldene Brücken #657,Anna Müller,1954-09-25,419,false,Biografie,465-312868-861-2,57.69,Französisch,Nordlicht Verlag,2.5,Freundschaft;Reise;Zukunft
658,Horizont von Salzburg,Mia Hofer,1959-02-08,901,false,Roman,267-535353-221-8,55.06,Spanisch,AlpenBooks,3.2,Zukunft;Magie;Mystery;Krieg
659,Geheime Sterne im Winter,Paul Eder,1953-07-14,218,false,Science Fiction,488-600044-274-0,37.24,Französisch,Salzburg Media,3.3,Reise;Liebe
660,Kompass im Wald #660,Sophie Brandt,1980-06-25,1091,true,Biografie,170-285844-238-9,21.51,Spanisch,AlpenBooks,1.4,Familie;Wissenschaft
661,Horizont im Tal #661,Sophie Egger,2021-09-17,586,true,Drama,527-277272-473-4,15.56,Französisch,Steiermark Stories,4.6,Reise
662,Rätsel von Salzburg #662,Lukas Steiner,1971-06-05,797,true,Science Fiction,543-453913-141-4,46.25,Spanisch,Nordlicht Verlag,2.3,Abenteuer
663,Verlorene Gipfel im Wald,Anna Hofer,1984-02-25,284,false,Horror,497-137731-811-4,43.33,Französisch,Zukunftsverlag,4.2,Politik;Zukunft;Wissenschaft;Abenteuer
664,Gipfel am Markt #664,Nina Fuchs,1993-11-08,368,true,Science Fiction,787-188914-924-5,52.38,Deutsch,Buchhaus Wien,4.2,Mystery
